Peak Power,Aver Power,Temp,CE_Row,CE_Col,CE_Cell,UER_Row,UER_Col,UER_Cell,UEO_Row,UEO_Col,UEO_Cell,All_Row,All_Col,All_Cell,SID_0,SID_1,NumType,CE_Row_cell_number,UER_Row_cell_number,UEO_Row_cell_number,All_Row_cell_number,label_row_p1h_l0
1.445998662,1.337786552,1.184043318,2,1,258,0,0,0,0,0,0,2,1,258,0,1,1,1,0,0,1,0
1.455904796,1.345540659,1.187032562,2,1,259,0,0,0,0,0,0,2,1,259,0,1,1,1,0,0,1,0
1.464041829,1.351931751,1.191006452,2,1,262,0,0,0,0,0,0,2,1,262,0,1,1,1,0,0,1,0
1.465698319,1.353540405,1.191006452,2,1,264,0,0,0,0,0,0,2,1,264,0,1,1,1,0,0,1,0
1.47397374,1.359974258,1.199959207,2,1,266,0,0,0,0,0,0,2,1,266,0,1,1,1,0,0,1,0
1.475491134,1.361194873,1.206926623,2,1,268,0,0,0,0,0,0,2,1,268,0,1,1,1,0,0,1,0
1.483451071,1.367686691,1.206926623,2,1,270,0,0,0,0,0,0,2,1,270,0,1,1,1,0,0,1,0
1.484835698,1.368848613,1.21439058,2,1,271,0,0,0,0,0,0,2,1,271,0,1,1,1,0,0,1,0
1.484835698,1.368848613,1.21439058,2,1,273,0,0,0,0,0,0,2,1,273,0,1,1,1,0,0,1,0
1.494404099,1.376550266,1.214896519,2,1,274,0,0,0,0,0,0,2,1,274,0,1,1,1,0,0,1,0
1.50419482,1.384045185,1.210591885,2,1,276,0,0,0,0,0,0,2,1,276,0,1,1,1,0,0,1,0
1.512673885,1.390759533,1.215402463,2,1,280,0,0,0,0,0,0,2,1,280,0,1,1,1,0,0,1,0
1.513760329,1.391746214,1.217457894,2,1,282,0,0,0,0,0,0,2,1,282,0,1,1,1,0,0,1,0
1.513760329,1.391746214,1.222866161,2,1,283,0,0,0,0,0,0,2,1,283,0,1,1,1,0,0,1,0
1.523214793,1.399328824,1.224326158,2,1,286,0,0,0,0,0,0,2,1,286,0,1,1,1,0,0,1,0
1.523214793,1.399328824,1.230332101,2,1,287,0,0,0,0,0,0,2,1,287,0,1,1,1,0,0,1,0
1.5313239,1.406832135,1.233155579,2,1,296,0,0,0,0,0,0,2,1,296,0,1,1,1,0,0,1,0
1.540299907,1.413848438,1.237790021,2,1,297,0,0,0,0,0,0,2,1,297,0,1,1,1,0,0,1,0
1.540888142,1.414551409,1.240018069,2,1,301,0,0,0,0,0,0,2,1,301,0,1,1,1,0,0,1,0
1.54988588,1.421767145,1.245749452,2,1,301,0,0,0,0,0,0,2,1,301,0,1,1,1,0,0,1,0
1.550339837,1.422231468,1.245749452,2,1,305,0,0,0,0,0,0,2,1,305,0,1,1,1,0,0,1,0
1.559584593,1.429475437,1.247254126,2,1,308,0,0,0,0,0,0,2,1,308,0,1,1,1,0,0,1,0
1.560013776,1.429812246,1.247254126,2,1,309,0,0,0,0,0,0,2,1,309,0,1,1,1,0,0,1,0
1.569464095,1.437579756,1.250251524,2,1,313,0,0,0,0,0,0,2,1,313,0,1,1,1,0,0,1,0
1.579205978,1.445181145,1.258207912,2,1,317,0,0,0,0,0,0,2,1,317,0,1,1,1,0,0,1,0
1.579138211,1.445111405,1.258207912,2,1,319,0,0,0,0,0,0,2,1,319,0,1,1,1,0,0,1,0
1.588789954,1.452789112,1.267656445,2,1,319,0,0,0,0,0,0,2,1,319,0,1,1,1,0,0,1,0
1.588699005,1.452770272,1.267656445,2,1,321,0,0,0,0,0,0,2,1,321,0,1,1,1,0,0,1,0
1.588732084,1.457344651,1.269124196,2,1,326,0,0,0,0,0,0,2,1,326,0,1,1,1,0,0,1,0
1.58875219,1.45746832,1.269124196,2,1,328,0,0,0,0,0,0,2,1,328,0,1,1,1,0,0,1,0
1.588786843,1.457563103,1.271590381,2,1,332,0,0,0,0,0,0,2,1,332,0,1,1,1,0,0,1,0
1.58869434,1.457496342,1.271590381,2,1,333,0,0,0,0,0,0,2,1,333,0,1,1,1,0,0,1,0
1.588615585,1.457672382,1.276565924,2,1,337,0,0,0,0,0,0,2,1,337,0,1,1,1,0,0,1,0
1.588635707,1.457672354,1.276565924,2,1,338,0,0,0,0,0,0,2,1,338,0,1,1,1,0,0,1,0
1.588670358,1.457690891,1.278062631,2,1,339,0,0,0,0,0,0,2,1,339,0,1,1,1,0,0,1,0
1.58857788,1.457798173,1.278062631,2,1,341,0,0,0,0,0,0,2,1,341,0,1,1,1,0,0,1,0
1.58861253,1.457728765,1.279030825,2,1,343,0,0,0,0,0,0,2,1,343,0,1,1,1,0,0,1,0
1.588667315,1.457717242,1.279000539,2,1,344,0,0,0,0,0,0,2,1,344,0,1,1,1,0,0,1,0
1.588573283,1.457822995,1.279000539,2,1,345,0,0,0,0,0,0,2,1,345,0,1,1,1,0,0,1,0
1.588496114,1.45797588,1.278685589,2,1,349,0,0,0,0,0,0,2,1,349,0,1,1,1,0,0,1,0
1.588403674,1.457880842,1.276984049,2,1,351,0,0,0,0,0,0,2,1,351,0,1,1,1,0,0,1,0
1.58843832,1.457703991,1.279144827,2,1,354,0,0,0,0,0,0,2,1,354,0,1,1,1,0,0,1,0
1.588456907,1.457651493,1.278947959,2,1,356,0,0,0,0,0,0,2,1,356,0,1,1,1,0,0,1,0
1.588493127,1.457722845,1.282425331,2,1,360,0,0,0,0,0,0,2,1,360,0,1,1,1,0,0,1,0
1.588399134,1.458003727,1.282425331,2,1,362,0,0,0,0,0,0,2,1,362,0,1,1,1,0,0,1,0
1.588435352,1.458030483,1.282920836,2,1,365,0,0,0,0,0,0,2,1,365,0,1,1,1,0,0,1,0
1.588452377,1.458100058,1.282920836,2,1,368,0,0,0,0,0,0,2,1,368,0,1,1,1,0,0,1,0
1.588452377,1.458100058,1.282920836,2,1,369,0,0,0,0,0,0,2,1,369,0,1,1,1,0,0,1,0
1.588394622,1.457910893,1.28488452,2,1,372,0,0,0,0,0,0,2,1,372,0,1,1,1,0,0,1,0
1.588432413,1.457937508,1.286443013,2,1,373,0,0,0,0,0,0,2,1,373,0,1,1,1,0,0,1,0
1.588447877,1.457997403,1.286351616,2,1,375,0,0,0,0,0,0,2,1,375,0,1,1,1,0,0,1,0
1.58827756,1.457965778,1.286823012,2,1,377,0,0,0,0,0,0,2,1,377,0,1,1,1,0,0,1,0
1.588088623,1.457994342,1.288353275,2,1,381,0,0,0,0,0,0,2,1,381,0,1,1,1,0,0,1,0
1.587996272,1.457934352,1.286792572,2,1,382,0,0,0,0,0,0,2,1,382,0,1,1,1,0,0,1,0
1.588030909,1.457993151,1.281960116,2,1,385,0,0,0,0,0,0,2,1,385,0,1,1,1,0,0,1,0
1.587938571,1.458040719,1.281306306,2,1,388,0,0,0,0,0,0,2,1,388,0,1,1,1,0,0,1,0
1.587973207,1.457810684,1.281306306,2,1,389,0,0,0,0,0,0,2,1,389,0,1,1,1,0,0,1,0
1.587880881,1.457683312,1.281783127,2,1,390,0,0,0,0,0,0,2,1,390,0,1,1,1,0,0,1,0
1.587915516,1.457719677,1.281783127,2,1,394,0,0,0,0,0,0,2,1,394,0,1,1,1,0,0,1,0
1.587823203,1.457868182,1.282751065,2,1,395,0,0,0,0,0,0,2,1,395,0,1,1,1,0,0,1,0
1.587875717,1.457945205,1.284711848,2,1,398,0,0,0,0,0,0,2,1,398,0,1,1,1,0,0,1,0
1.587911923,1.457805886,1.284711848,2,1,404,0,0,0,0,0,0,2,1,404,0,1,1,1,0,0,1,0
1.587707087,1.457726003,1.281201092,2,1,409,0,0,0,0,0,0,2,1,409,0,1,1,1,0,0,1,0
1.587707087,1.457726003,1.281201092,2,1,411,0,0,0,0,0,0,2,1,411,0,1,1,1,0,0,1,0
1.587649443,1.457910872,1.279676187,2,1,414,0,0,0,0,0,0,2,1,414,0,1,1,1,0,0,1,0
1.587684072,1.457932743,1.279676187,2,1,416,0,0,0,0,0,0,2,1,416,0,1,1,1,0,0,1,0
1.587702772,1.457830294,1.278159318,2,1,417,0,0,0,0,0,0,2,1,417,0,1,1,1,0,0,1,0
1.587645147,1.456875006,1.284611739,2,1,419,0,0,0,0,0,0,2,1,419,0,1,1,1,0,0,1,0
1.587454698,1.456913454,1.284611739,2,1,422,0,0,0,0,0,0,2,1,422,0,1,1,1,0,0,1,0
1.587171241,1.456421535,1.283089534,2,1,425,0,0,0,0,0,0,2,1,425,0,1,1,1,0,0,1,0
1.587194701,1.456200954,1.28305922,2,1,428,0,0,0,0,0,0,2,1,428,0,1,1,1,0,0,1,0
1.587194701,1.456200954,1.28305922,2,1,431,0,0,0,0,0,0,2,1,431,0,1,1,1,0,0,1,0
1.58713633,1.456434866,1.284528695,2,1,432,0,0,0,0,0,0,2,1,432,0,1,1,1,0,0,1,0
1.587167805,1.456368563,1.284528695,2,1,435,0,0,0,0,0,0,2,1,435,0,1,1,1,0,0,1,0
1.587078761,1.456078812,1.284528695,2,1,438,0,0,0,0,0,0,2,1,438,0,1,1,1,0,0,1,0
1.587110236,1.455887709,1.279542618,2,1,440,0,0,0,0,0,0,2,1,440,0,1,1,1,0,0,1,0
1.587021205,1.455849735,1.280537048,2,1,445,0,0,0,0,0,0,2,1,445,0,1,1,1,0,0,1,0
1.586939374,1.455886645,1.280537048,2,1,449,0,0,0,0,0,0,2,1,449,0,1,1,1,0,0,1,0
1.586740998,1.456024962,1.286991503,2,1,451,0,0,0,0,0,0,2,1,451,0,1,1,1,0,0,1,0
1.5865985,1.455742792,1.287460128,2,1,453,0,0,0,0,0,0,2,1,453,0,1,1,1,0,0,1,0
1.586403311,1.455724767,1.29044383,2,1,455,0,0,0,0,0,0,2,1,455,0,1,1,1,0,0,1,0
1.586403311,1.455724767,1.288918715,2,1,456,0,0,0,0,0,0,2,1,456,0,1,1,1,0,0,1,0
1.586345815,1.455969214,1.287393995,2,1,459,0,0,0,0,0,0,2,1,459,0,1,1,1,0,0,1,0
1.586288331,1.455878306,1.285484765,2,1,464,0,0,0,0,0,0,2,1,464,0,1,1,1,0,0,1,0
1.585973654,1.455788202,1.283390432,2,1,469,0,0,0,0,0,0,2,1,469,0,1,1,1,0,0,1,0
1.585895739,1.455856234,1.279580292,2,1,472,0,0,0,0,0,0,2,1,472,0,1,1,1,0,0,1,0
1.586029472,1.455826571,1.283389445,2,1,474,0,0,0,0,0,0,2,1,474,0,1,1,1,0,0,1,0
1.585949992,1.455775616,1.283389445,2,1,476,0,0,0,0,0,0,2,1,476,0,1,1,1,0,0,1,0
1.585858742,1.455524817,1.28834889,2,1,480,0,0,0,0,0,0,2,1,480,0,1,1,1,0,0,1,0
1.585780851,1.45537927,1.28834889,2,1,482,0,0,0,0,0,0,2,1,482,0,1,1,1,0,0,1,0
1.585780851,1.45537927,1.286821607,2,1,484,0,0,0,0,0,0,2,1,484,0,1,1,1,0,0,1,0
1.585500036,1.455445824,1.286821607,2,1,485,0,0,0,0,0,0,2,1,485,0,1,1,1,0,0,1,0
1.585500036,1.455445824,1.28579068,2,1,487,0,0,0,0,0,0,2,1,487,0,1,1,1,0,0,1,0
1.585442628,1.455651173,1.28579068,2,1,491,0,0,0,0,0,0,2,1,491,0,1,1,1,0,0,1,0
1.585442628,1.455651173,1.285261413,2,1,493,0,0,0,0,0,0,2,1,493,0,1,1,1,0,0,1,0
1.585274336,1.455490861,1.285261413,2,1,495,0,0,0,0,0,0,2,1,495,0,1,1,1,0,0,1,0
1.585274336,1.455490861,1.278774258,2,1,497,0,0,0,0,0,0,2,1,497,0,1,1,1,0,0,1,0
1.585438739,1.455626686,1.278774258,2,1,499,0,0,0,0,0,0,2,1,499,0,1,1,1,0,0,1,0
1.585269683,1.455497848,1.275492223,2,1,501,0,0,0,0,0,0,2,1,501,0,1,1,1,0,0,1,0
1.585212321,1.455455293,1.279743629,2,1,505,0,0,0,0,0,0,2,1,505,0,1,1,1,0,0,1,0
1.585212321,1.455455293,1.280215023,2,1,508,0,0,0,0,0,0,2,1,508,0,1,1,1,0,0,1,0
1.5850433,1.455502993,1.280215023,2,1,509,0,0,0,0,0,0,2,1,509,0,1,1,1,0,0,1,0
1.584945785,1.455523737,1.280187496,2,1,513,0,0,0,0,0,0,2,1,513,0,1,1,1,0,0,1,0
1.584874298,1.45537367,1.280187496,2,1,515,0,0,0,0,0,0,2,1,515,0,1,1,1,0,0,1,0
1.584874298,1.45537367,1.281801554,2,1,517,0,0,0,0,0,0,2,1,517,0,1,1,1,0,0,1,0
1.58492785,1.455478633,1.280157318,2,1,520,0,0,0,0,0,0,2,1,520,0,1,1,1,0,0,1,0
1.584943577,1.455640542,1.274172289,2,1,524,0,0,0,0,0,0,2,1,524,0,1,1,1,0,0,1,0
1.584870537,1.455566265,1.274172289,2,1,525,0,0,0,0,0,0,2,1,525,0,1,1,1,0,0,1,0
1.584870537,1.455566265,1.270000126,2,1,527,0,0,0,0,0,0,2,1,527,0,1,1,1,0,0,1,0
1.584924888,1.455465785,1.271180606,2,1,529,0,0,0,0,0,0,2,1,529,0,1,1,1,0,0,1,0
1.584942187,1.456109762,1.2756591,2,1,535,0,0,0,0,0,0,2,1,535,0,1,1,1,0,0,1,0
1.584978454,1.456302772,1.2756591,2,1,538,0,0,0,0,0,0,2,1,538,0,1,1,1,0,0,1,0
1.585032023,1.456845209,1.277621899,2,1,540,0,0,0,0,0,0,2,1,540,0,1,1,1,0,0,1,0
1.585032023,1.456845209,1.279760257,2,1,544,0,0,0,0,0,0,2,1,544,0,1,1,1,0,0,1,0
1.585085596,1.456912277,1.277589148,2,1,546,0,0,0,0,0,0,2,1,546,0,1,1,1,0,0,1,0
1.585028323,1.457058086,1.282054031,2,1,549,0,0,0,0,0,0,2,1,549,0,1,1,1,0,0,1,0
1.585050336,1.456965106,1.28105536,2,1,555,0,0,0,0,0,0,2,1,555,0,1,1,1,0,0,1,0
1.584971061,1.456986801,1.28105536,2,1,557,0,0,0,0,0,0,2,1,557,0,1,1,1,0,0,1,0
1.584993073,1.457163988,1.274073096,2,1,560,0,0,0,0,0,0,2,1,560,0,1,1,1,0,0,1,0
1.585024651,1.457319792,1.274073096,2,1,561,0,0,0,0,0,0,2,1,561,0,1,1,1,0,0,1,0
1.584967408,1.457337836,1.273048043,2,1,564,0,0,0,0,0,0,2,1,564,0,1,1,1,0,0,1,0
1.584967408,1.457337836,1.273048043,2,1,566,0,0,0,0,0,0,2,1,566,0,1,1,1,0,0,1,0
1.585021009,1.457188411,1.270534439,2,1,568,0,0,0,0,0,0,2,1,568,0,1,1,1,0,0,1,0
1.585021009,1.457188411,1.270534439,2,1,571,0,0,0,0,0,0,2,1,571,0,1,1,1,0,0,1,0
1.584963784,1.457521576,1.269509506,2,1,572,0,0,0,0,0,0,2,1,572,0,1,1,1,0,0,1,0
1.584794958,1.457401551,1.276457713,2,1,575,0,0,0,0,0,0,2,1,575,0,1,1,1,0,0,1,0
1.584849369,1.457232904,1.279431066,2,1,579,0,0,0,0,0,0,2,1,579,0,1,1,1,0,0,1,0
1.584849369,1.457232904,1.279431066,2,1,580,0,0,0,0,0,0,2,1,580,0,1,1,1,0,0,1,0
1.585013811,1.457555469,1.273943277,2,1,581,0,0,0,0,0,0,2,1,581,0,1,1,1,0,0,1,0
1.585013811,1.457555469,1.273943277,2,1,584,0,0,0,0,0,0,2,1,584,0,1,1,1,0,0,1,0
1.585042105,1.457414082,1.275641501,2,1,586,0,0,0,0,0,0,2,1,586,0,1,1,1,0,0,1,0
1.584956624,1.457346419,1.27241692,2,1,589,0,0,0,0,0,0,2,1,589,0,1,1,1,0,0,1,0
1.584899447,1.457669229,1.273880678,2,1,591,0,0,0,0,0,0,2,1,591,0,1,1,1,0,0,1,0
1.584899447,1.457669229,1.273880678,2,1,592,0,0,0,0,0,0,2,1,592,0,1,1,1,0,0,1,0
1.584842282,1.457716874,1.274845599,2,1,593,0,0,0,0,0,0,2,1,593,0,1,1,1,0,0,1,0
1.584842282,1.457716874,1.274845599,2,1,597,0,0,0,0,0,0,2,1,597,0,1,1,1,0,0,1,0
1.584926579,1.457579372,1.282294264,2,1,599,0,0,0,0,0,0,2,1,599,0,1,1,1,0,0,1,0
1.58483957,1.45758566,1.288254336,2,1,600,0,0,0,0,0,0,2,1,600,0,1,1,1,0,0,1,0
1.58483957,1.45758566,1.288254336,2,1,604,0,0,0,0,0,0,2,1,604,0,1,1,1,0,0,1,0
1.58456006,1.457455694,1.283265954,2,1,605,0,0,0,0,0,0,2,1,605,0,1,1,1,0,0,1,0
1.58456006,1.457455694,1.283265954,2,1,607,0,0,0,0,0,0,2,1,607,0,1,1,1,0,0,1,0
1.584699929,1.457526793,1.283265954,2,1,611,0,0,0,0,0,0,2,1,611,0,1,1,1,0,0,1,0
1.584836099,1.457424717,1.283737165,2,1,613,0,0,0,0,0,0,2,1,613,0,1,1,1,0,0,1,0
1.584445051,1.457708117,1.283737165,2,1,615,0,0,0,0,0,0,2,1,615,0,1,1,1,0,0,1,0
1.584445051,1.457708117,1.282712194,2,1,616,0,0,0,0,0,0,2,1,616,0,1,1,1,0,0,1,0
1.584387957,1.457460152,1.28317809,2,1,618,0,0,0,0,0,0,2,1,618,0,1,1,1,0,0,1,0
1.584387957,1.457460152,1.28317809,2,1,619,0,0,0,0,0,0,2,1,619,0,1,1,1,0,0,1,0
1.584330874,1.45651628,1.280341149,2,1,620,0,0,0,0,0,0,2,1,620,0,1,1,1,0,0,1,0
1.584330874,1.45651628,1.285665367,2,1,622,0,0,0,0,0,0,2,1,622,0,1,1,1,0,0,1,0
1.584273015,1.456387091,1.285171039,2,1,625,0,0,0,0,0,0,2,1,625,0,1,1,1,0,0,1,0
1.584273015,1.456387091,1.285171039,2,1,627,0,0,0,0,0,0,2,1,627,0,1,1,1,0,0,1,0
1.584215955,1.456217767,1.28670716,2,1,630,0,0,0,0,0,0,2,1,630,0,1,1,1,0,0,1,0
1.584355793,1.456445079,1.284642136,2,1,633,0,0,0,0,0,0,2,1,633,0,1,1,1,0,0,1,0
1.584270458,1.45655102,1.286185261,2,1,637,0,0,0,0,0,0,2,1,637,0,1,1,1,0,0,1,0
1.584270458,1.45655102,1.283115891,2,1,641,0,0,0,0,0,0,2,1,641,0,1,1,1,0,0,1,0
1.584298739,1.456623358,1.283115891,2,1,644,0,0,0,0,0,0,2,1,644,0,1,1,1,0,0,1,0
1.584324178,1.456529987,1.282093702,2,1,646,0,0,0,0,0,0,2,1,646,0,1,1,1,0,0,1,0
1.584266356,1.456360431,1.282093702,2,1,646,0,0,0,0,0,0,2,1,646,0,1,1,1,0,0,1,0
1.584266356,1.456360431,1.279087482,2,1,646,0,0,0,0,0,0,2,1,646,0,1,1,1,0,0,1,0
1.584209333,1.456417782,1.275328972,2,1,648,0,0,0,0,0,0,2,1,648,0,1,1,1,0,0,1,0
1.584209333,1.456417782,1.276094534,2,1,651,0,0,0,0,0,0,2,1,651,0,1,1,1,0,0,1,0
1.583930034,1.456337323,1.276094534,2,1,650,0,0,0,0,0,0,2,1,650,0,1,1,1,0,0,1,0
1.583930034,1.456337323,1.27460551,2,1,654,0,0,0,0,0,0,2,1,654,0,1,1,1,0,0,1,0
1.58387304,1.456295414,1.27460551,2,1,655,0,0,0,0,0,0,2,1,655,0,1,1,1,0,0,1,0
1.58387304,1.456295414,1.27457557,2,1,651,0,0,0,0,0,0,2,1,651,0,1,1,1,0,0,1,0
1.583593787,1.456264093,1.27457557,2,1,654,0,0,0,0,0,0,2,1,654,0,1,1,1,0,0,1,0
1.583536824,1.456055415,1.275041645,2,1,652,0,0,0,0,0,0,2,1,652,0,1,1,1,0,0,1,0
1.583536824,1.456055415,1.275740355,2,1,651,0,0,0,0,0,0,2,1,651,0,1,1,1,0,0,1,0
1.583479872,1.456309131,1.276014255,2,1,647,0,0,0,0,0,0,2,1,647,0,1,1,1,0,0,1,0
1.583479872,1.456309131,1.275720957,2,1,648,0,0,0,0,0,0,2,1,648,0,1,1,1,0,0,1,0
1.583200684,1.456140739,1.273501701,2,1,646,0,0,0,0,0,0,2,1,646,0,1,1,1,0,0,1,0
1.583221102,1.455831994,1.274972933,2,1,644,0,0,0,0,0,0,2,1,644,0,1,1,1,0,0,1,0
1.583143762,1.455734745,1.273977405,2,1,645,0,0,0,0,0,0,2,1,645,0,1,1,1,0,0,1,0
1.582975343,1.455771563,1.273977405,2,1,644,0,0,0,0,0,0,2,1,644,0,1,1,1,0,0,1,0
1.582975343,1.455771563,1.26848903,2,1,648,0,0,0,0,0,0,2,1,648,0,1,1,1,0,0,1,0
1.582918447,1.455652838,1.26848903,2,1,651,0,0,0,0,0,0,2,1,651,0,1,1,1,0,0,1,0
1.582918447,1.455652838,1.267467283,2,1,652,0,0,0,0,0,0,2,1,652,0,1,1,1,0,0,1,0
1.582750062,1.455650492,1.267467283,2,1,654,0,0,0,0,0,0,2,1,654,0,1,1,1,0,0,1,0
1.582750062,1.455650492,1.267467283,2,1,653,0,0,0,0,0,0,2,1,653,0,1,1,1,0,0,1,0
1.582654266,1.455647572,1.268432112,2,1,654,0,0,0,0,0,0,2,1,654,0,1,1,1,0,0,1,0
1.582692408,1.455746817,1.26889831,2,1,650,0,0,0,0,0,0,2,1,650,0,1,1,1,0,0,1,0
1.58263555,1.455656969,1.26889831,2,1,654,0,0,0,0,0,0,2,1,654,0,1,1,1,0,0,1,0
1.58263555,1.455656969,1.264791959,2,1,656,0,0,0,0,0,0,2,1,656,0,1,1,1,0,0,1,0
1.582652823,1.455575207,1.269398608,2,1,657,0,0,0,0,0,0,2,1,657,0,1,1,1,0,0,1,0
1.582689406,1.455605661,1.263425123,2,1,658,0,0,0,0,0,0,2,1,658,0,1,1,1,0,0,1,0
1.582708249,1.455703967,1.263425123,2,1,658,0,0,0,0,0,0,2,1,658,0,1,1,1,0,0,1,0
1.582632566,1.455555511,1.263425123,2,1,658,0,0,0,0,0,0,2,1,658,0,1,1,1,0,0,1,0
1.582651409,1.455373365,1.26091563,2,1,658,0,0,0,0,0,0,2,1,658,0,1,1,1,0,0,1,0
1.582686433,1.455189728,1.262300109,2,1,653,0,0,0,0,0,0,2,1,653,0,1,1,1,0,0,1,0
1.582480744,1.455153161,1.259392943,2,1,652,0,0,0,0,0,0,2,1,652,0,1,1,1,0,0,1,0
1.582406659,1.455276079,1.262352158,2,1,654,0,0,0,0,0,0,2,1,654,0,1,1,1,0,0,1,0
1.582350641,1.455206024,1.262352158,2,1,656,0,0,0,0,0,0,2,1,656,0,1,1,1,0,0,1,0
1.582350641,1.455206024,1.263226568,2,1,662,0,0,0,0,0,0,2,1,662,0,1,1,1,0,0,1,0
1.58229385,1.454957981,1.261829224,2,1,665,0,0,0,0,0,0,2,1,665,0,1,1,1,0,0,1,0
1.582125605,1.45509402,1.259330371,2,1,666,0,0,0,0,0,0,2,1,666,0,1,1,1,0,0,1,0
1.582125605,1.45509402,1.254868802,2,1,665,0,0,0,0,0,0,2,1,665,0,1,1,1,0,0,1,0
1.58206884,1.455853359,1.251856443,2,1,667,0,0,0,0,0,0,2,1,667,0,1,1,1,0,0,1,0
1.58206884,1.455853359,1.251856443,2,1,671,0,0,0,0,0,0,2,1,671,0,1,1,1,0,0,1,0
1.582123542,1.455999564,1.24836055,2,1,669,0,0,0,0,0,0,2,1,669,0,1,1,1,0,0,1,0
1.582123542,1.455999564,1.24836055,2,1,670,0,0,0,0,0,0,2,1,670,0,1,1,1,0,0,1,0
1.581955343,1.456146276,1.249323192,2,1,674,0,0,0,0,0,0,2,1,674,0,1,1,1,0,0,1,0
1.581955343,1.456146276,1.249323192,2,1,676,0,0,0,0,0,0,2,1,676,0,1,1,1,0,0,1,0
1.581858018,1.455907037,1.250869293,2,1,676,0,0,0,0,0,0,2,1,676,0,1,1,1,0,0,1,0
1.581897827,1.455770346,1.249296491,2,1,677,0,0,0,0,0,0,2,1,677,0,1,1,1,0,0,1,0
1.581841106,1.456201871,1.252276385,2,1,678,0,0,0,0,0,0,2,1,678,0,1,1,1,0,0,1,0
1.581841106,1.456201871,1.252276385,2,1,678,0,0,0,0,0,0,2,1,678,0,1,1,1,0,0,1,0
1.581784396,1.456072888,1.25425661,2,1,681,0,0,0,0,0,0,2,1,681,0,1,1,1,0,0,1,0
1.581913102,1.455934444,1.250354464,2,1,682,0,0,0,0,0,0,2,1,682,0,1,1,1,0,0,1,0
1.581728481,1.455874133,1.247777644,2,1,683,0,0,0,0,0,0,2,1,683,0,1,1,1,0,0,1,0
1.581671793,1.455911662,1.241797175,2,1,686,0,0,0,0,0,0,2,1,686,0,1,1,1,0,0,1,0
1.581671793,1.455911662,1.241797175,2,1,686,0,0,0,0,0,0,2,1,686,0,1,1,1,0,0,1,0
1.5816159,1.455900237,1.240272575,2,1,686,0,0,0,0,0,0,2,1,686,0,1,1,1,0,0,1,0
1.5816159,1.455900237,1.240272575,2,1,690,0,0,0,0,0,0,2,1,690,0,1,1,1,0,0,1,0
1.581559234,1.455672107,1.242229786,2,1,692,0,0,0,0,0,0,2,1,692,0,1,1,1,0,0,1,0
1.581559234,1.455672107,1.242229786,2,1,693,0,0,0,0,0,0,2,1,693,0,1,1,1,0,0,1,0
1.581574928,1.455660432,1.243385317,2,1,691,0,0,0,0,0,0,2,1,691,0,1,1,1,0,0,1,0
1.58150258,1.455660507,1.244698208,2,1,691,0,0,0,0,0,0,2,1,691,0,1,1,1,0,0,1,0
1.58155657,1.455540692,1.248168629,2,1,689,0,0,0,0,0,0,2,1,689,0,1,1,1,0,0,1,0
1.58155657,1.455540692,1.248168629,2,1,690,0,0,0,0,0,0,2,1,690,0,1,1,1,0,0,1,0
1.581499933,1.455598113,1.247773175,2,1,693,0,0,0,0,0,0,2,1,693,0,1,1,1,0,0,1,0
1.581499933,1.455598113,1.245659971,2,1,690,0,0,0,0,0,0,2,1,690,0,1,1,1,0,0,1,0
1.581517194,1.45574723,1.241388672,2,1,691,0,0,0,0,0,0,2,1,691,0,1,1,1,0,0,1,0
1.581332682,1.455567947,1.239184193,2,1,694,0,0,0,0,0,0,2,1,694,0,1,1,1,0,0,1,0
1.581348373,1.455437038,1.239184193,2,1,693,0,0,0,0,0,0,2,1,693,0,1,1,1,0,0,1,0
1.581497315,1.455290933,1.233697662,2,1,690,0,0,0,0,0,0,2,1,690,0,1,1,1,0,0,1,0
1.581440708,1.455337803,1.233172874,2,1,690,0,0,0,0,0,0,2,1,690,0,1,1,1,0,0,1,0
1.581440708,1.455337803,1.233172874,2,1,691,0,0,0,0,0,0,2,1,691,0,1,1,1,0,0,1,0
1.581716736,1.455178958,1.235921497,2,1,693,0,0,0,0,0,0,2,1,693,0,1,1,1,0,0,1,0
1.581716736,1.455178958,1.239122747,2,1,696,0,0,0,0,0,0,2,1,696,0,1,1,1,0,0,1,0
1.581716736,1.455178958,1.239122747,2,1,696,0,0,0,0,0,0,2,1,696,0,1,1,1,0,0,1,0
1.581437354,1.455049086,1.245568178,2,1,695,0,0,0,0,0,0,2,1,695,0,1,1,1,0,0,1,0
1.58145775,1.455273356,1.245568178,2,1,693,0,0,0,0,0,0,2,1,693,0,1,1,1,0,0,1,0
1.581601988,1.455480151,1.243558204,2,1,693,0,0,0,0,0,0,2,1,693,0,1,1,1,0,0,1,0
1.581625521,1.455290902,1.243558204,2,1,694,0,0,0,0,0,0,2,1,694,0,1,1,1,0,0,1,0
1.581434812,1.455271431,1.242539983,2,1,693,0,0,0,0,0,0,2,1,693,0,1,1,1,0,0,1,0
1.581456775,1.455279906,1.242539983,2,1,690,0,0,0,0,0,0,2,1,690,0,1,1,1,0,0,1,0
1.581378252,1.455191417,1.240530113,2,1,690,0,0,0,0,0,0,2,1,690,0,1,1,1,0,0,1,0
1.581542892,1.454357638,1.240530113,2,1,687,0,0,0,0,0,0,2,1,687,0,1,1,1,0,0,1,0
